size,items,sum,average
7,Ghostfire Wisp x2 + New Flavor Out Now! x3 + Thud-Thud Hammer + Wheelchair Model,656240,93748.571429
7,Ghostfire Wisp x2 + New Flavor Out Now! x3 + Wheelchair Model x2,583399,83342.714286
7,Ghostfire Wisp x2 + New Flavor Out Now! x2 + Nine-Bite Snack Box x3,1246960,178137.142857
7,Ghostfire Wisp x2 + New Flavor Out Now! x2 + Nine-Bite Snack Box x2 + Thud-Thud Hammer,1106752,158107.428571
7,Ghostfire Wisp x2 + New Flavor Out Now! x2 + Nine-Bite Snack Box x2 + Wheelchair Model,1033911,147701.571429
7,Ghostfire Wisp x2 + New Flavor Out Now! x2 + Nine-Bite Snack Box + Thud-Thud Hammer x2,966544,138077.714286
7,Ghostfire Wisp x2 + New Flavor Out Now! x2 + Nine-Bite Snack Box + Thud-Thud Hammer + Wheelchair Model,893703,127671.857143
7,Ghostfire Wisp x2 + New Flavor Out Now! x2 + Nine-Bite Snack Box + Wheelchair Model x2,820862,117266.0
7,Ghostfire Wisp x2 + New Flavor Out Now! x2 + Thud-Thud Hammer x3,826336,118048.0
7,Ghostfire Wisp x2 + New Flavor Out Now! x2 + Thud-Thud Hammer x2 + Wheelchair Model,753495,107642.142857
7,Ghostfire Wisp x2 + New Flavor Out Now! x2 + Thud-Thud Hammer + Wheelchair Model x2,680654,97236.285714
7,Ghostfire Wisp x2 + New Flavor Out Now! x2 + Wheelchair Model x3,607813,86830.428571
7,Ghostfire Wisp x2 + New Flavor Out Now! + Nine-Bite Snack Box x4,1484423,212060.428571
7,Ghostfire Wisp x2 + New Flavor Out Now! + Nine-Bite Snack Box x3 + Thud-Thud Hammer,1344215,192030.714286
7,Ghostfire Wisp x2 + New Flavor Out Now! + Nine-Bite Snack Box x3 + Wheelchair Model,1271374,181624.857143
7,Ghostfire Wisp x2 + New Flavor Out Now! + Nine-Bite Snack Box x2 + Thud-Thud Hammer x2,1204007,172001.0
7,Ghostfire Wisp x2 + New Flavor Out Now! + Nine-Bite Snack Box x2 + Thud-Thud Hammer + Wheelchair Model,1131166,161595.142857
7,Ghostfire Wisp x2 + New Flavor Out Now! + Nine-Bite Snack Box x2 + Wheelchair Model x2,1058325,151189.285714
7,Ghostfire Wisp x2 + New Flavor Out Now! + Nine-Bite Snack Box + Thud-Thud Hammer x3,1063799,151971.285714
7,Ghostfire Wisp x2 + New Flavor Out Now! + Nine-Bite Snack Box + Thud-Thud Hammer x2 + Wheelchair Model,990958,141565.428571
7,Ghostfire Wisp x2 + New Flavor Out Now! + Nine-Bite Snack Box + Thud-Thud Hammer + Wheelchair Model x2,918117,131159.571429
7,Ghostfire Wisp x2 + New Flavor Out Now! + Nine-Bite Snack Box + Wheelchair Model x3,845276,120753.714286
7,Ghostfire Wisp x2 + New Flavor Out Now! + Thud-Thud Hammer x4,923591,131941.571429
7,Ghostfire Wisp x2 + New Flavor Out Now! + Thud-Thud Hammer x3 + Wheelchair Model,850750,121535.714286
7,Ghostfire Wisp x2 + New Flavor Out Now! + Thud-Thud Hammer x2 + Wheelchair Model x2,777909,111129.857143
7,Ghostfire Wisp x2 + New Flavor Out Now! + Thud-Thud Hammer + Wheelchair Model x3,705068,100724.0
7,Ghostfire Wisp x2 + New Flavor Out Now! + Wheelchair Model x4,632227,90318.142857
7,Ghostfire Wisp x2 + Nine-Bite Snack Box x5,1721886,245983.714286
7,Ghostfire Wisp x2 + Nine-Bite Snack Box x4 + Thud-Thud Hammer,1581678,225954.0
7,Ghostfire Wisp x2 + Nine-Bite Snack Box x4 + Wheelchair Model,1508837,215548.142857
7,Ghostfire Wisp x2 + Nine-Bite Snack Box x3 + Thud-Thud Hammer x2,1441470,205924.285714
7,Ghostfire Wisp x2 + Nine-Bite Snack Box x3 + Thud-Thud Hammer + Wheelchair Model,1368629,195518.428571
7,Ghostfire Wisp x2 + Nine-Bite Snack Box x3 + Wheelchair Model x2,1295788,185112.571429
7,Ghostfire Wisp x2 + Nine-Bite Snack Box x2 + Thud-Thud Hammer x3,1301262,185894.571429
7,Ghostfire Wisp x2 + Nine-Bite Snack Box x2 + Thud-Thud Hammer x2 + Wheelchair Model,1228421,175488.714286
7,Ghostfire Wisp x2 + Nine-Bite Snack Box x2 + Thud-Thud Hammer + Wheelchair Model x2,1155580,165082.857143
7,Ghostfire Wisp x2 + Nine-Bite Snack Box x2 + Wheelchair Model x3,1082739,154677.0
7,Ghostfire Wisp x2 + Nine-Bite Snack Box + Thud-Thud Hammer x4,1161054,165864.857143
7,Ghostfire Wisp x2 + Nine-Bite Snack Box + Thud-Thud Hammer x3 + Wheelchair Model,1088213,155459.0
7,Ghostfire Wisp x2 + Nine-Bite Snack Box + Thud-Thud Hammer x2 + Wheelchair Model x2,1015372,145053.142857
7,Ghostfire Wisp x2 + Nine-Bite Snack Box + Thud-Thud Hammer + Wheelchair Model x3,942531,134647.285714
7,Ghostfire Wisp x2 + Nine-Bite Snack Box + Wheelchair Model x4,869690,124241.428571
7,Ghostfire Wisp x2 + Thud-Thud Hammer x5,1020846,145835.142857
7,Ghostfire Wisp x2 + Thud-Thud Hammer x4 + Wheelchair Model,948005,135429.285714
7,Ghostfire Wisp x2 + Thud-Thud Hammer x3 + Wheelchair Model x2,875164,125023.428571
7,Ghostfire Wisp x2 + Thud-Thud Hammer x2 + Wheelchair Model x3,802323,114617.571429
7,Ghostfire Wisp x2 + Thud-Thud Hammer + Wheelchair Model x4,729482,104211.714286
7,Ghostfire Wisp x2 + Wheelchair Model x5,656641,93805.857143
7,Ghostfire Wisp + Lost Armor x6,282179,40311.285714
7,Ghostfire Wisp + Lost Armor x5 + New Flavor Out Now!,281298,40185.428571
7,Ghostfire Wisp + Lost Armor x5 + Nine-Bite Snack Box,518761,74108.714286
7,Ghostfire Wisp + Lost Armor x5 + Thud-Thud Hammer,378553,54079.0
7,Ghostfire Wisp + Lost Armor x5 + Wheelchair Model,305712,43673.142857
7,Ghostfire Wisp + Lost Armor x4 + New Flavor Out Now! x2,280417,40059.571429
7,Ghostfire Wisp + Lost Armor x4 + New Flavor Out Now! + Nine-Bite Snack Box,517880,73982.857143
7,Ghostfire Wisp + Lost Armor x4 + New Flavor Out Now! + Thud-Thud Hammer,377672,53953.142857
7,Ghostfire Wisp + Lost Armor x4 + New Flavor Out Now! + Wheelchair Model,304831,43547.285714
7,Ghostfire Wisp + Lost Armor x4 + Nine-Bite Snack Box x2,755343,107906.142857
7,Ghostfire Wisp + Lost Armor x4 + Nine-Bite Snack Box + Thud-Thud Hammer,615135,87876.428571
7,Ghostfire Wisp + Lost Armor x4 + Nine-Bite Snack Box + Wheelchair Model,542294,77470.571429
7,Ghostfire Wisp + Lost Armor x4 + Thud-Thud Hammer x2,474927,67846.714286
7,Ghostfire Wisp + Lost Armor x4 + Thud-Thud Hammer + Wheelchair Model,402086,57440.857143
7,Ghostfire Wisp + Lost Armor x4 + Wheelchair Model x2,329245,47035.0
7,Ghostfire Wisp + Lost Armor x3 + New Flavor Out Now! x3,279536,39933.714286
7,Ghostfire Wisp + Lost Armor x3 + New Flavor Out Now! x2 + Nine-Bite Snack Box,516999,73857.0
7,Ghostfire Wisp + Lost Armor x3 + New Flavor Out Now! x2 + Thud-Thud Hammer,376791,53827.285714
7,Ghostfire Wisp + Lost Armor x3 + New Flavor Out Now! x2 + Wheelchair Model,303950,43421.428571
7,Ghostfire Wisp + Lost Armor x3 + New Flavor Out Now! + Nine-Bite Snack Box x2,754462,107780.285714
7,Ghostfire Wisp + Lost Armor x3 + New Flavor Out Now! + Nine-Bite Snack Box + Thud-Thud Hammer,614254,87750.571429
7,Ghostfire Wisp + Lost Armor x3 + New Flavor Out Now! + Nine-Bite Snack Box + Wheelchair Model,541413,77344.714286
7,Ghostfire Wisp + Lost Armor x3 + New Flavor Out Now! + Thud-Thud Hammer x2,474046,67720.857143
7,Ghostfire Wisp + Lost Armor x3 + New Flavor Out Now! + Thud-Thud Hammer + Wheelchair Model,401205,57315.0
7,Ghostfire Wisp + Lost Armor x3 + New Flavor Out Now! + Wheelchair Model x2,328364,46909.142857
7,Ghostfire Wisp + Lost Armor x3 + Nine-Bite Snack Box x3,991925,141703.571429
7,Ghostfire Wisp + Lost Armor x3 + Nine-Bite Snack Box x2 + Thud-Thud Hammer,851717,121673.857143
7,Ghostfire Wisp + Lost Armor x3 + Nine-Bite Snack Box x2 + Wheelchair Model,778876,111268.0
7,Ghostfire Wisp + Lost Armor x3 + Nine-Bite Snack Box + Thud-Thud Hammer x2,711509,101644.142857
7,Ghostfire Wisp + Lost Armor x3 + Nine-Bite Snack Box + Thud-Thud Hammer + Wheelchair Model,638668,91238.285714
7,Ghostfire Wisp + Lost Armor x3 + Nine-Bite Snack Box + Wheelchair Model x2,565827,80832.428571
7,Ghostfire Wisp + Lost Armor x3 + Thud-Thud Hammer x3,571301,81614.428571
7,Ghostfire Wisp + Lost Armor x3 + Thud-Thud Hammer x2 + Wheelchair Model,498460,71208.571429
7,Ghostfire Wisp + Lost Armor x3 + Thud-Thud Hammer + Wheelchair Model x2,425619,60802.714286
7,Ghostfire Wisp + Lost Armor x3 + Wheelchair Model x3,352778,50396.857143
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! x4,278655,39807.857143
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! x3 + Nine-Bite Snack Box,516118,73731.142857
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! x3 + Thud-Thud Hammer,375910,53701.428571
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! x3 + Wheelchair Model,303069,43295.571429
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! x2 + Nine-Bite Snack Box x2,753581,107654.428571
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! x2 + Nine-Bite Snack Box + Thud-Thud Hammer,613373,87624.714286
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! x2 + Nine-Bite Snack Box + Wheelchair Model,540532,77218.857143
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! x2 + Thud-Thud Hammer x2,473165,67595.0
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! x2 + Thud-Thud Hammer + Wheelchair Model,400324,57189.142857
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! x2 + Wheelchair Model x2,327483,46783.285714
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! + Nine-Bite Snack Box x3,991044,141577.714286
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! + Nine-Bite Snack Box x2 + Thud-Thud Hammer,850836,121548.0
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! + Nine-Bite Snack Box x2 + Wheelchair Model,777995,111142.142857
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! + Nine-Bite Snack Box + Thud-Thud Hammer x2,710628,101518.285714
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! + Nine-Bite Snack Box + Thud-Thud Hammer + Wheelchair Model,637787,91112.428571
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! + Nine-Bite Snack Box + Wheelchair Model x2,564946,80706.571429
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! + Thud-Thud Hammer x3,570420,81488.571429
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! + Thud-Thud Hammer x2 + Wheelchair Model,497579,71082.714286
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! + Thud-Thud Hammer + Wheelchair Model x2,424738,60676.857143
7,Ghostfire Wisp + Lost Armor x2 + New Flavor Out Now! + Wheelchair Model x3,351897,50271.0
7,Ghostfire Wisp + Lost Armor x2 + Nine-Bite Snack Box x4,1228507,175501.0
7,Ghostfire Wisp + Lost Armor x2 + Nine-Bite Snack Box x3 + Thud-Thud Hammer,1088299,155471.285714
7,Ghostfire Wisp + Lost Armor x2 + Nine-Bite Snack Box x3 + Wheelchair Model,1015458,145065.428571
7,Ghostfire Wisp + Lost Armor x2 + Nine-Bite Snack Box x2 + Thud-Thud Hammer x2,948091,135441.571429
7,Ghostfire Wisp + Lost Armor x2 + Nine-Bite Snack Box x2 + Thud-Thud Hammer + Wheelchair Model,875250,125035.714286
7,Ghostfire Wisp + Lost Armor x2 + Nine-Bite Snack Box x2 + Wheelchair Model x2,802409,114629.857143
7,Ghostfire Wisp + Lost Armor x2 + Nine-Bite Snack Box + Thud-Thud Hammer x3,807883,115411.857143
7,Ghostfire Wisp + Lost Armor x2 + Nine-Bite Snack Box + Thud-Thud Hammer x2 + Wheelchair Model,735042,105006.0
7,Ghostfire Wisp + Lost Armor x2 + Nine-Bite Snack Box + Thud-Thud Hammer + Wheelchair Model x2,662201,94600.142857
7,Ghostfire Wisp + Lost Armor x2 + Nine-Bite Snack Box + Wheelchair Model x3,589360,84194.285714
7,Ghostfire Wisp + Lost Armor x2 + Thud-Thud Hammer x4,667675,95382.142857
7,Ghostfire Wisp + Lost Armor x2 + Thud-Thud Hammer x3 + Wheelchair Model,594834,84976.285714
7,Ghostfire Wisp + Lost Armor x2 + Thud-Thud Hammer x2 + Wheelchair Model x2,521993,74570.428571
7,Ghostfire Wisp + Lost Armor x2 + Thud-Thud Hammer + Wheelchair Model x3,449152,64164.571429
7,Ghostfire Wisp + Lost Armor x2 + Wheelchair Model x4,376311,53758.714286
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x5,277774,39682.0
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x4 + Nine-Bite Snack Box,515237,73605.285714
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x4 + Thud-Thud Hammer,375029,53575.571429
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x4 + Wheelchair Model,302188,43169.714286
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x3 + Nine-Bite Snack Box x2,752700,107528.571429
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x3 + Nine-Bite Snack Box + Thud-Thud Hammer,612492,87498.857143
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x3 + Nine-Bite Snack Box + Wheelchair Model,539651,77093.0
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x3 + Thud-Thud Hammer x2,472284,67469.142857
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x3 + Thud-Thud Hammer + Wheelchair Model,399443,57063.285714
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x3 + Wheelchair Model x2,326602,46657.428571
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x2 + Nine-Bite Snack Box x3,990163,141451.857143
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x2 + Nine-Bite Snack Box x2 + Thud-Thud Hammer,849955,121422.142857
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x2 + Nine-Bite Snack Box x2 + Wheelchair Model,777114,111016.285714
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x2 + Nine-Bite Snack Box + Thud-Thud Hammer x2,709747,101392.428571
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x2 + Nine-Bite Snack Box + Thud-Thud Hammer + Wheelchair Model,636906,90986.571429
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x2 + Nine-Bite Snack Box + Wheelchair Model x2,564065,80580.714286
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x2 + Thud-Thud Hammer x3,569539,81362.714286
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x2 + Thud-Thud Hammer x2 + Wheelchair Model,496698,70956.857143
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x2 + Thud-Thud Hammer + Wheelchair Model x2,423857,60551.0
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! x2 + Wheelchair Model x3,351016,50145.142857
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! + Nine-Bite Snack Box x4,1227626,175375.142857
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! + Nine-Bite Snack Box x3 + Thud-Thud Hammer,1087418,155345.428571
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! + Nine-Bite Snack Box x3 + Wheelchair Model,1014577,144939.571429
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! + Nine-Bite Snack Box x2 + Thud-Thud Hammer x2,947210,135315.714286
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! + Nine-Bite Snack Box x2 + Thud-Thud Hammer + Wheelchair Model,874369,124909.857143
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! + Nine-Bite Snack Box x2 + Wheelchair Model x2,801528,114504.0
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! + Nine-Bite Snack Box + Thud-Thud Hammer x3,807002,115286.0
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! + Nine-Bite Snack Box + Thud-Thud Hammer x2 + Wheelchair Model,734161,104880.142857
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! + Nine-Bite Snack Box + Thud-Thud Hammer + Wheelchair Model x2,661320,94474.285714
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! + Nine-Bite Snack Box + Wheelchair Model x3,588479,84068.428571
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! + Thud-Thud Hammer x4,666794,95256.285714
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! + Thud-Thud Hammer x3 + Wheelchair Model,593953,84850.428571
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! + Thud-Thud Hammer x2 + Wheelchair Model x2,521112,74444.571429
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! + Thud-Thud Hammer + Wheelchair Model x3,448271,64038.714286
7,Ghostfire Wisp + Lost Armor + New Flavor Out Now! + Wheelchair Model x4,375430,53632.857143
7,Ghostfire Wisp + Lost Armor + Nine-Bite Snack Box x5,1465089,209298.428571
7,Ghostfire Wisp + Lost Armor + Nine-Bite Snack Box x4 + Thud-Thud Hammer,1324881,189268.714286
7,Ghostfire Wisp + Lost Armor + Nine-Bite Snack Box x4 + Wheelchair Model,1252040,178862.857143
7,Ghostfire Wisp + Lost Armor + Nine-Bite Snack Box x3 + Thud-Thud Hammer x2,1184673,169239.0
7,Ghostfire Wisp + Lost Armor + Nine-Bite Snack Box x3 + Thud-Thud Hammer + Wheelchair Model,1111832,158833.142857
7,Ghostfire Wisp + Lost Armor + Nine-Bite Snack Box x3 + Wheelchair Model x2,1038991,148427.285714
7,Ghostfire Wisp + Lost Armor + Nine-Bite Snack Box x2 + Thud-Thud Hammer x3,1044465,149209.285714
7,Ghostfire Wisp + Lost Armor + Nine-Bite Snack Box x2 + Thud-Thud Hammer x2 + Wheelchair Model,971624,138803.428571
7,Ghostfire Wisp + Lost Armor + Nine-Bite Snack Box x2 + Thud-Thud Hammer + Wheelchair Model x2,898783,128397.571429
7,Ghostfire Wisp + Lost Armor + Nine-Bite Snack Box x2 + Wheelchair Model x3,825942,117991.714286
7,Ghostfire Wisp + Lost Armor + Nine-Bite Snack Box + Thud-Thud Hammer x4,904257,129179.571429
7,Ghostfire Wisp + Lost Armor + Nine-Bite Snack Box + Thud-Thud Hammer x3 + Wheelchair Model,831416,118773.714286
7,Ghostfire Wisp + Lost Armor + Nine-Bite Snack Box + Thud-Thud Hammer x2 + Wheelchair Model x2,758575,108367.857143
7,Ghostfire Wisp + Lost Armor + Nine-Bite Snack Box + Thud-Thud Hammer + Wheelchair Model x3,685734,97962.0
7,Ghostfire Wisp + Lost Armor + Nine-Bite Snack Box + Wheelchair Model x4,612893,87556.142857
7,Ghostfire Wisp + Lost Armor + Thud-Thud Hammer x5,764049,109149.857143
7,Ghostfire Wisp + Lost Armor + Thud-Thud Hammer x4 + Wheelchair Model,691208,98744.0
7,Ghostfire Wisp + Lost Armor + Thud-Thud Hammer x3 + Wheelchair Model x2,618367,88338.142857
7,Ghostfire Wisp + Lost Armor + Thud-Thud Hammer x2 + Wheelchair Model x3,545526,77932.285714
7,Ghostfire Wisp + Lost Armor + Thud-Thud Hammer + Wheelchair Model x4,472685,67526.428571
7,Ghostfire Wisp + Lost Armor + Wheelchair Model x5,399844,57120.571429
7,Ghostfire Wisp + New Flavor Out Now! x6,276893,39556.142857
7,Ghostfire Wisp + New Flavor Out Now! x5 + Nine-Bite Snack Box,514356,73479.428571
7,Ghostfire Wisp + New Flavor Out Now! x5 + Thud-Thud Hammer,374148,53449.714286
7,Ghostfire Wisp + New Flavor Out Now! x5 + Wheelchair Model,301307,43043.857143
7,Ghostfire Wisp + New Flavor Out Now! x4 + Nine-Bite Snack Box x2,751819,107402.714286
7,Ghostfire Wisp + New Flavor Out Now! x4 + Nine-Bite Snack Box + Thud-Thud Hammer,611611,87373.0
7,Ghostfire Wisp + New Flavor Out Now! x4 + Nine-Bite Snack Box + Wheelchair Model,538770,76967.142857
7,Ghostfire Wisp + New Flavor Out Now! x4 + Thud-Thud Hammer x2,471403,67343.285714
7,Ghostfire Wisp + New Flavor Out Now! x4 + Thud-Thud Hammer + Wheelchair Model,398562,56937.428571
7,Ghostfire Wisp + New Flavor Out Now! x4 + Wheelchair Model x2,325721,46531.571429
7,Ghostfire Wisp + New Flavor Out Now! x3 + Nine-Bite Snack Box x3,989282,141326.0
7,Ghostfire Wisp + New Flavor Out Now! x3 + Nine-Bite Snack Box x2 + Thud-Thud Hammer,849074,121296.285714
7,Ghostfire Wisp + New Flavor Out Now! x3 + Nine-Bite Snack Box x2 + Wheelchair Model,776233,110890.428571
7,Ghostfire Wisp + New Flavor Out Now! x3 + Nine-Bite Snack Box + Thud-Thud Hammer x2,708866,101266.571429
7,Ghostfire Wisp + New Flavor Out Now! x3 + Nine-Bite Snack Box + Thud-Thud Hammer + Wheelchair Model,636025,90860.714286
7,Ghostfire Wisp + New Flavor Out Now! x3 + Nine-Bite Snack Box + Wheelchair Model x2,563184,80454.857143
7,Ghostfire Wisp + New Flavor Out Now! x3 + Thud-Thud Hammer x3,568658,81236.857143
7,Ghostfire Wisp + New Flavor Out Now! x3 + Thud-Thud Hammer x2 + Wheelchair Model,495817,70831.0
7,Ghostfire Wisp + New Flavor Out Now! x3 + Thud-Thud Hammer + Wheelchair Model x2,422976,60425.142857
7,Ghostfire Wisp + New Flavor Out Now! x3 + Wheelchair Model x3,350135,50019.285714
7,Ghostfire Wisp + New Flavor Out Now! x2 + Nine-Bite Snack Box x4,1226745,175249.285714
7,Ghostfire Wisp + New Flavor Out Now! x2 + Nine-Bite Snack Box x3 + Thud-Thud Hammer,1086537,155219.571429
7,Ghostfire Wisp + New Flavor Out Now! x2 + Nine-Bite Snack Box x3 + Wheelchair Model,1013696,144813.714286
7,Ghostfire Wisp + New Flavor Out Now! x2 + Nine-Bite Snack Box x2 + Thud-Thud Hammer x2,946329,135189.857143
7,Ghostfire Wisp + New Flavor Out Now! x2 + Nine-Bite Snack Box x2 + Thud-Thud Hammer + Wheelchair Model,873488,124784.0
7,Ghostfire Wisp + New Flavor Out Now! x2 + Nine-Bite Snack Box x2 + Wheelchair Model x2,800647,114378.142857
7,Ghostfire Wisp + New Flavor Out Now! x2 + Nine-Bite Snack Box + Thud-Thud Hammer x3,806121,115160.142857
7,Ghostfire Wisp + New Flavor Out Now! x2 + Nine-Bite Snack Box + Thud-Thud Hammer x2 + Wheelchair Model,733280,104754.285714
7,Ghostfire Wisp + New Flavor Out Now! x2 + Nine-Bite Snack Box + Thud-Thud Hammer + Wheelchair Model x2,660439,94348.428571
7,Ghostfire Wisp + New Flavor Out Now! x2 + Nine-Bite Snack Box + Wheelchair Model x3,587598,83942.571429
7,Ghostfire Wisp + New Flavor Out Now! x2 + Thud-Thud Hammer x4,665913,95130.428571
7,Ghostfire Wisp + New Flavor Out Now! x2 + Thud-Thud Hammer x3 + Wheelchair Model,593072,84724.571429
7,Ghostfire Wisp + New Flavor Out Now! x2 + Thud-Thud Hammer x2 + Wheelchair Model x2,520231,74318.714286
7,Ghostfire Wisp + New Flavor Out Now! x2 + Thud-Thud Hammer + Wheelchair Model x3,447390,63912.857143
7,Ghostfire Wisp + New Flavor Out Now! x2 + Wheelchair Model x4,374549,53507.0
7,Ghostfire Wisp + New Flavor Out Now! + Nine-Bite Snack Box x5,1464208,209172.571429
7,Ghostfire Wisp + New Flavor Out Now! + Nine-Bite Snack Box x4 + Thud-Thud Hammer,1324000,189142.857143
7,Ghostfire Wisp + New Flavor Out Now! + Nine-Bite Snack Box x4 + Wheelchair Model,1251159,178737.0
7,Ghostfire Wisp + New Flavor Out Now! + Nine-Bite Snack Box x3 + Thud-Thud Hammer x2,1183792,169113.142857
7,Ghostfire Wisp + New Flavor Out Now! + Nine-Bite Snack Box x3 + Thud-Thud Hammer + Wheelchair Model,1110951,158707.285714
7,Ghostfire Wisp + New Flavor Out Now! + Nine-Bite Snack Box x3 + Wheelchair Model x2,1038110,148301.428571
7,Ghostfire Wisp + New Flavor Out Now! + Nine-Bite Snack Box x2 + Thud-Thud Hammer x3,1043584,149083.428571
7,Ghostfire Wisp + New Flavor Out Now! + Nine-Bite Snack Box x2 + Thud-Thud Hammer x2 + Wheelchair Model,970743,138677.571429
7,Ghostfire Wisp + New Flavor Out Now! + Nine-Bite Snack Box x2 + Thud-Thud Hammer + Wheelchair Model x2,897902,128271.714286
7,Ghostfire Wisp + New Flavor Out Now! + Nine-Bite Snack Box x2 + Wheelchair Model x3,825061,117865.857143
7,Ghostfire Wisp + New Flavor Out Now! + Nine-Bite Snack Box + Thud-Thud Hammer x4,903376,129053.714286
7,Ghostfire Wisp + New Flavor Out Now! + Nine-Bite Snack Box + Thud-Thud Hammer x3 + Wheelchair Model,830535,118647.857143
7,Ghostfire Wisp + New Flavor Out Now! + Nine-Bite Snack Box + Thud-Thud Hammer x2 + Wheelchair Model x2,757694,108242.0
7,Ghostfire Wisp + New Flavor Out Now! + Nine-Bite Snack Box + Thud-Thud Hammer + Wheelchair Model x3,684853,97836.142857
7,Ghostfire Wisp + New Flavor Out Now! + Nine-Bite Snack Box + Wheelchair Model x4,612012,87430.285714
7,Ghostfire Wisp + New Flavor Out Now! + Thud-Thud Hammer x5,763168,109024.0
7,Ghostfire Wisp + New Flavor Out Now! + Thud-Thud Hammer x4 + Wheelchair Model,690327,98618.142857
7,Ghostfire Wisp + New Flavor Out Now! + Thud-Thud Hammer x3 + Wheelchair Model x2,617486,88212.285714
7,Ghostfire Wisp + New Flavor Out Now! + Thud-Thud Hammer x2 + Wheelchair Model x3,544645,77806.428571
7,Ghostfire Wisp + New Flavor Out Now! + Thud-Thud Hammer + Wheelchair Model x4,471804,67400.571429
7,Ghostfire Wisp + New Flavor Out Now! + Wheelchair Model x5,398963,56994.714286
7,Ghostfire Wisp + Nine-Bite Snack Box x6,1701671,243095.857143
7,Ghostfire Wisp + Nine-Bite Snack Box x5 + Thud-Thud Hammer,1561463,223066.142857
7,Ghostfire Wisp + Nine-Bite Snack Box x5 + Wheelchair Model,1488622,212660.285714
7,Ghostfire Wisp + Nine-Bite Snack Box x4 + Thud-Thud Hammer x2,1421255,203036.428571
7,Ghostfire Wisp + Nine-Bite Snack Box x4 + Thud-Thud Hammer + Wheelchair Model,1348414,192630.571429
7,Ghostfire Wisp + Nine-Bite Snack Box x4 + Wheelchair Model x2,1275573,182224.714286
7,Ghostfire Wisp + Nine-Bite Snack Box x3 + Thud-Thud Hammer x3,1281047,183006.714286
7,Ghostfire Wisp + Nine-Bite Snack Box x3 + Thud-Thud Hammer x2 + Wheelchair Model,1208206,172600.857143
7,Ghostfire Wisp + Nine-Bite Snack Box x3 + Thud-Thud Hammer + Wheelchair Model x2,1135365,162195.0
7,Ghostfire Wisp + Nine-Bite Snack Box x3 + Wheelchair Model x3,1062524,151789.142857
